entry_id,contest_id,contest_name,QB,RB,RB,WR,WR,WR,TE,FLEX,DEF,,Instructions,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,84056-58041:Mike Boone,84056-58041,RB,Mike,Mike Boone,Boone,2.883333206,6,4600,DEN@BAL,DEN,BAL,1,,,,,,RB/FLEX,
,,,,,,,,,,,,,84056-92859:Jalen Nailor,84056-92859,WR,Jalen,Jalen Nailor,Nailor,1.899999976,2,4600,NYJ@MIN,MIN,NYJ,1,,,,,,WR/FLEX,
,,,,,,,,,,,,,84056-70372:Chester Rogers,84056-70372,WR,Chester,Chester Rogers,Rogers,-0.666666667,3,4600,CLE@HOU,CLE,HOU,1,,,,,,WR/FLEX,
,,,,,,,,,,,,,84056-56142:Juwann Winfree,84056-56142,WR,Juwann,Juwann Winfree,Winfree,0.733333349,3,4600,GB@CHI,GB,CHI,1,,,,,,WR/FLEX,
,,,,,,,,,,,,,84056-64339:Auden Tate,84056-64339,WR,Auden,Auden Tate,Tate,2.849999905,4,4600,TEN@PHI,PHI,TEN,1,,,,,,WR/FLEX,
,,,,,,,,,,,,,84056-64350:Jeff Smith,84056-64350,WR,Jeff,Jeff Smith,Smith,1.283333302,6,4600,NYJ@MIN,NYJ,MIN,1,NA,Coach's decision,,,,WR/FLEX,
,,,,,,,,,,,,,84056-72705:John Bates,84056-72705,TE,John,John Bates,Bates,2.64444436,9,4600,WAS@NYG,WAS,NYG,1,,,,,,TE/FLEX,
,,,,,,,,,,,,,84056-70661:Velus Jones Jr.,84056-70661,WR,Velus,Velus Jones Jr.,Jones Jr.,1.76666673,6,4600,GB@CHI,CHI,GB,1,,,,,,WR/FLEX,
,,,,,,,,,,,,,84056-70680:Jalen Camp,84056-70680,WR,Jalen,Jalen Camp,Camp,1.200000048,1,4600,CLE@HOU,HOU,CLE,1,,,,,,WR/FLEX,
,,,,,,,,,,,,,84056-154661:Michael Bandy,84056-154661,WR,Michael,Michael Bandy,Bandy,1.699999946,7,4600,LAC@LV,LAC,LV,4,,,,,,WR/FLEX,
,,,,,,,,,,,,,84056-72772:Avery Williams,84056-72772,RB,Avery,Avery Williams,Williams,1.649999936,12,4600,PIT@ATL,ATL,PIT,1,,,,,,RB/FLEX,
,,,,,,,,,,,,,84056-83081:Chase Edmonds,84056-83081,RB,Chase,Chase Edmonds,Edmonds,4.659999847,10,4600,DEN@BAL,DEN,BAL,1,IR,Ankle,,,,RB/FLEX,
,,,,,,,,,,,,,84056-93404:Zander Horvath,84056-93404,RB,Zander,Zander Horvath,Horvath,2.012500048,8,4600,LAC@LV,LAC,LV,4,,,,,,RB/FLEX,
,,,,,,,,,,,,,84056-91361:Hassan Haskins,84056-91361,RB,Hassan,Hassan Haskins,Haskins,0.800000012,8,4600,TEN@PHI,TEN,PHI,1,NA,Hip,,,,RB/FLEX,
,,,,,,,,,,,,,84056-29949:Marvin Hall,84056-29949,WR,Marvin,Marvin Hall,Hall,1.5,1,4600,JAC@DET,JAC,DET,1,,,,,,WR/FLEX,
,,,,,,,,,,,,,84056-60705:Tyron Johnson,84056-60705,WR,Tyron,Tyron Johnson,Johnson,0.649999976,2,4600,KC@CIN,CIN,KC,4,,,,,,WR/FLEX,
,,,,,,,,,,,,,84056-89437:Tim Jones,84056-89437,WR,Tim,Tim Jones,Jones,1.233333349,3,4600,JAC@DET,JAC,DET,1,,,,,,WR/FLEX,
,,,,,,,,,,,,,84056-56708:Will Dissly,84056-56708,TE,Will,Will Dissly,Dissly,5.409090909,11,4600,SEA@LAR,SEA,LAR,4,,,,,,TE/FLEX,
,,,,,,,,,,,,,84056-87515:Tylan Wallace,84056-87515,WR,Tylan,Tylan Wallace,Wallace,0.899999976,4,4600,DEN@BAL,BAL,DEN,1,IR,Hamstring,,,,WR/FLEX,
,,,,,,,,,,,,,84056-32234:Malcolm Brown,84056-32234,RB,Malcolm,Malcolm Brown,Brown,2.23333327,3,4600,SEA@LAR,LAR,SEA,4,,,,,,RB/FLEX,
,,,,,,,,,,,,,84056-32235:Marcus Johnson,84056-32235,WR,Marcus,Marcus Johnson,Johnson,2.325000048,4,4600,WAS@NYG,NYG,WAS,1,,,,,,WR/FLEX,
,,,,,,,,,,,,,84056-60910:Dede Westbrook,84056-60910,WR,Dede,Dede Westbrook,Westbrook,0.983333349,12,4600,GB@CHI,GB,CHI,1,,,,,,WR/FLEX,
,,,,,,,,,,,,,84056-73247:Kene Nwangwu,84056-73247,RB,Kene,Kene Nwangwu,Nwangwu,0.788888878,9,4600,NYJ@MIN,MIN,NYJ,1,,,,,,RB/FLEX,
,,,,,,,,,,,,,84056-69168:N'Keal Harry,84056-69168,WR,N'Keal,N'Keal Harry,Harry,4.133333206,3,4600,GB@CHI,CHI,GB,1,,,,,,WR/FLEX,
,,,,,,,,,,,,,84056-95854:Montrell Washington,84056-95854,WR,Montrell,Montrell Washington,Washington,0.299999996,11,4600,DEN@BAL,DEN,BAL,1,,,,,,WR/FLEX,
,,,,,,,,,,,,,84056-69276:Bryan Edwards,84056-69276,WR,Bryan,Bryan Edwards,Edwards,0.75,4,4600,KC@CIN,KC,CIN,4,,,,,,WR/FLEX,
,,,,,,,,,,,,,84056-91902:Kyle Philips,84056-91902,WR,Kyle,Kyle Philips,Philips,1.950000048,4,4600,TEN@PHI,TEN,PHI,1,IR,Hamstring,,,,WR/FLEX,
,,,,,,,,,,,,,84056-104297:Jason Moore Jr.,84056-104297,WR,Jason,Jason Moore Jr.,Moore Jr.,1,1,4600,LAC@LV,LAC,LV,4,,,,,,WR/FLEX,
,,,,,,,,,,,,,84056-89970:Amari Rodgers,84056-89970,WR,Amari,Amari Rodgers,Rodgers,0.3,10,4600,CLE@HOU,HOU,CLE,1,,,,,,WR/FLEX,
,,,,,,,,,,,,,84056-89997:Michael Woods II,84056-89997,WR,Michael,Michael Woods II,Woods II,1.033333302,3,4600,CLE@HOU,CLE,HOU,1,NA,Coach's decision,,,,WR/FLEX,
,,,,,,,,,,,,,84056-30635:Mike Davis,84056-30635,RB,Mike,Mike Davis,Davis,0.64000001,5,4600,DEN@BAL,BAL,DEN,1,NA,Coach's decision,,,,RB/FLEX,
,,,,,,,,,,,,,84056-63419:Andy Isabella,84056-63419,WR,Andy,Andy Isabella,Isabella,1.549999952,2,4600,DEN@BAL,BAL,DEN,1,,,,,,WR/FLEX,
,,,,,,,,,,,,,84056-104388:Tom Kennedy,84056-104388,WR,Tom,Tom Kennedy,Kennedy,3.01666673,6,4600,JAC@DET,DET,JAC,1,NA,Coach's decision,,,,WR/FLEX,
,,,,,,,,,,,,,84056-63447:Penny Hart,84056-63447,WR,Penny,Penny Hart,Hart,2,1,4600,SEA@LAR,SEA,LAR,4,,,,,,WR/FLEX,
,,,,,,,,,,,,,84056-104424:Craig Reynolds,84056-104424,RB,Craig,Craig Reynolds,Reynolds,4.383333206,6,4600,JAC@DET,DET,JAC,1,IR,Ribs,,,,RB/FLEX,
,,,,,,,,,,,,,84056-104447:Jody Fortson,84056-104447,TE,Jody,Jody Fortson,Fortson,3.457142966,7,4600,KC@CIN,KC,CIN,4,,,,,,TE/FLEX,
,,,,,,,,,,,,,84056-169990:Cyrus Holder,84056-169990,WR,Cyrus,Cyrus Holder,Holder,,,4500,GB@CHI,CHI,GB,1,,,,,,WR/FLEX,
,,,,,,,,,,,,,84056-169991:Landon Lenoir,84056-169991,WR,Landon,Landon Lenoir,Lenoir,,,4500,GB@CHI,CHI,GB,1,,,,,,WR/FLEX,
,,,,,,,,,,,,,84056-169989:Henry Litwin,84056-169989,WR,Henry,Henry Litwin,Litwin,,,4500,GB@CHI,CHI,GB,1,,,,,,WR/FLEX,
,,,,,,,,,,,,,84056-170000:Shemar Bridges,84056-170000,WR,Shemar,Shemar Bridges,Bridges,,,4500,DEN@BAL,BAL,DEN,1,,,,,,WR/FLEX,
,,,,,,,,,,,,,84056-133163:Ra'Shaun Henry,84056-133163,WR,Ra'Shaun,Ra'Shaun Henry,Henry,,,4500,PIT@ATL,ATL,PIT,1,,,,,,WR/FLEX,
,,,,,,,,,,,,,84056-71723:Dez Fitzpatrick,84056-71723,WR,Dez,Dez Fitzpatrick,Fitzpatrick,4.46666654,3,4500,TEN@PHI,TEN,PHI,1,,,,,,WR/FLEX,
,,,,,,,,,,,,,84056-79920:Cyril Grayson Jr.,84056-79920,WR,Cyril,Cyril Grayson Jr.,Grayson Jr.,13.19999949,3,4500,CLE@HOU,CLE,HOU,1,,,,,,WR/FLEX,
,,,,,,,,,,,,,84056-63550:Isaiah Zuber,84056-63550,WR,Isaiah,Isaiah Zuber,Zuber,,,4500,LAC@LV,LV,LAC,4,,,,,,WR/FLEX,
,,,,,,,,,,,,,84056-94277:Thomas Hennigan,84056-94277,WR,Thomas,Thomas Hennigan,Hennigan,,,4500,NYJ@MIN,MIN,NYJ,1,IR,Undisclosed,,,,WR/FLEX,
,,,,,,,,,,,,,84056-71756:Aaron Fuller,84056-71756,WR,Aaron,Aaron Fuller,Fuller,,,4500,SEA@LAR,SEA,LAR,4,,,,,,WR/FLEX,
,,,,,,,,,,,,,84056-57432:Cameron Batson,84056-57432,WR,Cameron,Cameron Batson,Batson,2.5,4,4500,PIT@ATL,ATL,PIT,1,,,,,,WR/FLEX,
,,,,,,,,,,,,,84056-65627:Maurice Alexander,84056-65627,WR,Maurice,Maurice Alexander,Alexander,0.400000016,3,4500,JAC@DET,DET,JAC,1,Q,Ankle,,,,WR/FLEX,
,,,,,,,,,,,,,84056-86113:Ihmir Smith-Marsette,84056-86113,WR,Ihmir,Ihmir Smith-Marsette,Smith-Marsette,-0.025,4,4500,KC@CIN,KC,CIN,4,,,,,,WR/FLEX,
,,,,,,,,,,,,,84056-79982:Alex Armah,84056-79982,RB,Alex,Alex Armah,Armah,1.449999968,6,4500,WAS@NYG,WAS,NYG,1,,,,,,RB/FLEX,
,,,,,,,,,,,,,84056-79987:David Moore,84056-79987,WR,David,David Moore,Moore,0,2,4500,GB@CHI,CHI,GB,1,Q,Lower leg,,,,WR/FLEX,
,,,,,,,,,,,,,84056-63603:Jared Pinkney,84056-63603,WR,Jared,Jared Pinkney,Pinkney,,,4500,SEA@LAR,LAR,SEA,4,,,,,,WR/FLEX,
,,,,,,,,,,,,,84056-30837:Jordan Matthews,84056-30837,WR,Jordan,Jordan Matthews,Matthews,,,4500,MIA@SF,SF,MIA,4,IR,Knee - acl,,,,WR/FLEX,
,,,,,,,,,,,,,84056-55414:Cody Thompson,84056-55414,WR,Cody,Cody Thompson,Thompson,,,4500,SEA@LAR,SEA,LAR,4,IR,Shoulder,,,,WR/FLEX,
,,,,,,,,,,,,,84056-71821:Joe Reed,84056-71821,WR,Joe,Joe Reed,Reed,,,4500,LAC@LV,LAC,LV,4,,,,,,WR/FLEX,
,,,,,,,,,,,,,84056-112790:Trevon Clark,84056-112790,WR,Trevon,Trevon Clark,Clark,,,4500,DEN@BAL,BAL,DEN,1,,,,,,WR/FLEX,
,,,,,,,,,,,,,84056-86173:Mekhi Sargent,84056-86173,RB,Mekhi,Mekhi Sargent,Sargent,0.275000006,4,4500,JAC@DET,JAC,DET,1,,,,,,RB/FLEX,
,,,,,,,,,,,,,84056-63646:Lawrence Cager,84056-63646,TE,Lawrence,Lawrence Cager,Cager,2.679999924,5,4500,WAS@NYG,NYG,WAS,1,NA,Coach's decision,,,,TE/FLEX,
,,,,,,,,,,,,,84056-84137:Deontez Alexander,84056-84137,WR,Deontez,Deontez Alexander,Alexander,,,4500,SEA@LAR,SEA,LAR,4,,,,,,WR/FLEX,
,,,,,,,,,,,,,84056-61610:Jacques Patrick,84056-61610,RB,Jacques,Jacques Patrick,Patrick,1.200000048,1,4500,KC@CIN,CIN,KC,4,,,,,,RB/FLEX,
,,,,,,,,,,,,,84056-61631:Bisi Johnson,84056-61631,WR,Bisi,Bisi Johnson,Johnson,,,4500,NYJ@MIN,MIN,NYJ,1,IR,Knee - acl,,,,WR/FLEX,
,,,,,,,,,,,,,84056-170184:Julius Chestnut,84056-170184,RB,Julius,Julius Chestnut,Chestnut,,,4500,TEN@PHI,TEN,PHI,1,,,,,,RB/FLEX,
,,,,,,,,,,,,,84056-170190:Isaiah Weston,84056-170190,WR,Isaiah,Isaiah Weston,Weston,,,4500,CLE@HOU,CLE,HOU,1,IR,Knee,,,,WR/FLEX,
,,,,,,,,,,,,,84056-69836:Collin Johnson,84056-69836,WR,Collin,Collin Johnson,Johnson,2.285714286,7,4500,WAS@NYG,NYG,WAS,1,IR,Achilles,,,,WR/FLEX,
,,,,,,,,,,,,,84056-63697:Brycen Hopkins,84056-63697,TE,Brycen,Brycen Hopkins,Hopkins,1.099999984,3,4500,SEA@LAR,LAR,SEA,4,,,,,,TE/FLEX,
,,,,,,,,,,,,,84056-149717:JaQuan Hardy,84056-149717,RB,JaQuan,JaQuan Hardy,Hardy,4.449999809,2,4500,DEN@BAL,DEN,BAL,1,,,,,,RB/FLEX,
,,,,,,,,,,,,,84056-28890:Derek Watt,84056-28890,RB,Derek,Derek Watt,Watt,1.979999924,5,4500,PIT@ATL,PIT,ATL,1,,,,,,RB/FLEX,
,,,,,,,,,,,,,84056-57565:Austin Walter,84056-57565,RB,Austin,Austin Walter,Walter,4.5,4,4500,LAC@LV,LV,LAC,4,,,,,,RB/FLEX,
,,,,,,,,,,,,,84056-170208:Kaden Davis,84056-170208,WR,Kaden,Kaden Davis,Davis,,,4500,DEN@BAL,DEN,BAL,1,,,,,,WR/FLEX,
,,,,,,,,,,,,,84056-170209:Tyreik McAllister,84056-170209,WR,Tyreik,Tyreik McAllister,McAllister,,,4500,DEN@BAL,DEN,BAL,1,,,,,,WR/FLEX,
,,,,,,,,,,,,,84056-170219:Kevin Kassis,84056-170219,WR,Kevin,Kevin Kassis,Kassis,,,4500,SEA@LAR,SEA,LAR,4,,,,,,WR/FLEX,
,,,,,,,,,,,,,84056-28907:Alex Erickson,84056-28907,WR,Alex,Alex Erickson,Erickson,0.583333333,12,4500,WAS@NYG,WAS,NYG,1,,,,,,WR/FLEX,
,,,,,,,,,,,,,84056-88307:Tayon Fleet-Davis,84056-88307,RB,Tayon,Tayon Fleet-Davis,Fleet-Davis,,,4500,KC@CIN,KC,CIN,4,,,,,,RB/FLEX,
,,,,,,,,,,,,,84056-94453:Darwin Thompson,84056-94453,RB,Darwin,Darwin Thompson,Thompson,,,4500,SEA@LAR,SEA,LAR,4,,,,,,RB/FLEX,
,,,,,,,,,,,,,84056-45307:Rodney Adams,84056-45307,WR,Rodney,Rodney Adams,Adams,0,1,4500,NYJ@MIN,NYJ,MIN,1,IR,Illness,,,,WR/FLEX,
,,,,,,,,,,,,,84056-69884:Darius Anderson,84056-69884,RB,Darius,Darius Anderson,Anderson,,,4500,CLE@HOU,HOU,CLE,1,IR,Knee,,,,RB/FLEX,
,,,,,,,,,,,,,84056-71935:Kendric Pryor,84056-71935,WR,Kendric,Kendric Pryor,Pryor,,,4500,JAC@DET,JAC,DET,1,NA,Coach's decision,,,,WR/FLEX,
,,,,,,,,,,,,,84056-94468:Savon Scarver,84056-94468,WR,Savon,Savon Scarver,Scarver,,,4500,GB@CHI,CHI,GB,1,,,,,,WR/FLEX,
,,,,,,,,,,,,,84056-12555:Baltimore Ravens,84056-12555,D,Baltimore,Baltimore Ravens,Ravens,8.636363636,11,4500,DEN@BAL,BAL,DEN,1,,,,,,DEF,
,,,,,,,,,,,,,84056-71957:Quintez Cephus,84056-71957,WR,Quintez,Quintez Cephus,Cephus,2.5,1,4500,JAC@DET,DET,JAC,1,IR,Foot,,,,WR/FLEX,
,,,,,,,,,,,,,84056-102696:John Metchie III,84056-102696,WR,John,John Metchie III,Metchie III,,,4500,CLE@HOU,HOU,CLE,1,IR,Illness,,,,WR/FLEX,
,,,,,,,,,,,,,84056-57651:Travis Fulgham,84056-57651,WR,Travis,Travis Fulgham,Fulgham,,,4500,GB@CHI,GB,CHI,1,,,,,,WR/FLEX,
,,,,,,,,,,,,,84056-45371:Darius Phillips,84056-45371,WR,Darius,Darius Phillips,Phillips,-0.363636364,11,4500,DEN@BAL,DEN,BAL,1,,,,,,WR/FLEX,
,,,,,,,,,,,,,84056-90458:Troy Hairston,84056-90458,RB,Troy,Troy Hairston,Hairston,0.900000016,3,4500,CLE@HOU,HOU,CLE,1,,,,,,RB/FLEX,
,,,,,,,,,,,,,84056-63851:Tyree Jackson,84056-63851,TE,Tyree,Tyree Jackson,Jackson,3.23333327,3,4500,TEN@PHI,PHI,TEN,1,,,,,,TE/FLEX,
,,,,,,,,,,,,,84056-90487:Kalil Pimpleton,84056-90487,WR,Kalil,Kalil Pimpleton,Pimpleton,,,4500,WAS@NYG,NYG,WAS,1,,,,,,WR/FLEX,
,,,,,,,,,,,,,84056-70023:Cornell Powell,84056-70023,WR,Cornell,Cornell Powell,Powell,,,4500,KC@CIN,KC,CIN,4,,,,,,WR/FLEX,
,,,,,,,,,,,,,84056-47501:Marken Michel,84056-47501,WR,Marken,Marken Michel,Michel,,,4500,WAS@NYG,WAS,NYG,1,,,,,,WR/FLEX,
,,,,,,,,,,,,,84056-53646:Austin Proehl,84056-53646,WR,Austin,Austin Proehl,Proehl,,,4500,WAS@NYG,NYG,WAS,1,Q,Undisclosed,,,,WR/FLEX,
,,,,,,,,,,,,,84056-88463:Johnny Johnson III,84056-88463,WR,Johnny,Johnny Johnson III,Johnson III,,,4500,CLE@HOU,HOU,CLE,1,,,,,,WR/FLEX,
,,,,,,,,,,,,,84056-102802:Makai Polk,84056-102802,WR,Makai,Makai Polk,Polk,,,4500,WAS@NYG,NYG,WAS,1,,,,,,WR/FLEX,
,,,,,,,,,,,,,84056-90518:Slade Bolden,84056-90518,WR,Slade,Slade Bolden,Bolden,,,4500,DEN@BAL,BAL,DEN,1,Q,Undisclosed,,,,WR/FLEX,
,,,,,,,,,,,,,84056-80281:C.J. Board,84056-80281,WR,C.J.,C.J. Board,Board,0,3,4500,TEN@PHI,TEN,PHI,1,,,,,,WR/FLEX,
,,,,,,,,,,,,,84056-72091:Raymond Calais,84056-72091,RB,Raymond,Raymond Calais,Calais,,,4500,SEA@LAR,LAR,SEA,4,,,,,,RB/FLEX,
,,,,,,,,,,,,,84056-47523:Tajae Sharpe,84056-47523,WR,Tajae,Tajae Sharpe,Sharpe,2.535714286,14,4500,MIA@SF,SF,MIA,4,Q,Undisclosed,,,,WR/FLEX,
,,,,,,,,,,,,,84056-90533:Jerome Ford,84056-90533,RB,Jerome,Jerome Ford,Ford,0,7,4500,CLE@HOU,CLE,HOU,1,,,,,,RB/FLEX,
,,,,,,,,,,,,,84056-72103:Trey Ragas,84056-72103,RB,Trey,Trey Ragas,Ragas,2.5,1,4500,SEA@LAR,LAR,SEA,4,Q,Undisclosed,,,,RB/FLEX,
,,,,,,,,,,,,,84056-80299:Patrick Ricard,84056-80299,RB,Patrick,Patrick Ricard,Ricard,1.533333355,9,4500,DEN@BAL,BAL,DEN,1,,,,,,RB/FLEX,
,,,,,,,,,,,,,84056-63919:Bailey Gaither,84056-63919,WR,Bailey,Bailey Gaither,Gaither,,,4500,DEN@BAL,BAL,DEN,1,,,,,,WR/FLEX,
,,,,,,,,,,,,,84056-25011:Darren Waller,84056-25011,TE,Darren,Darren Waller,Waller,7.875,4,4500,LAC@LV,LV,LAC,4,IR,Hamstring,,,,TE/FLEX,
,,,,,,,,,,,,,84056-72122:Jake Herslow,84056-72122,WR,Jake,Jake Herslow,Herslow,,,4500,SEA@LAR,SEA,LAR,4,,,,,,WR/FLEX,
,,,,,,,,,,,,,84056-92606:Bo Melton,84056-92606,WR,Bo,Bo Melton,Melton,,,4500,SEA@LAR,SEA,LAR,4,,,,,,WR/FLEX,
,,,,,,,,,,,,,84056-55750:Chris Lacy,84056-55750,WR,Chris,Chris Lacy,Lacy,,,4500,LAC@LV,LV,LAC,4,,,,,,WR/FLEX,
,,,,,,,,,,,,,84056-86472:John Hightower,84056-86472,WR,John,John Hightower,Hightower,0,1,4500,LAC@LV,LAC,LV,4,,,,,,WR/FLEX,
,,,,,,,,,,,,,84056-96714:Travis Toivonen,84056-96714,WR,Travis,Travis Toivonen,Toivonen,,,4500,NYJ@MIN,MIN,NYJ,1,,,,,,WR/FLEX,
,,,,,,,,,,,,,84056-88525:Kawaan Baker,84056-88525,WR,Kawaan,Kawaan Baker,Baker,,,4500,TEN@PHI,PHI,TEN,1,,,,,,WR/FLEX,
,,,,,,,,,,,,,84056-109015:Keric Wheatfall,84056-109015,WR,Keric,Keric Wheatfall,Wheatfall,,,4500,TEN@PHI,PHI,TEN,1,Q,Undisclosed,,,,WR/FLEX,
,,,,,,,,,,,,,84056-14820:Nick Bellore,84056-14820,RB,Nick,Nick Bellore,Bellore,0.899999976,1,4500,SEA@LAR,SEA,LAR,4,,,,,,RB/FLEX,
,,,,,,,,,,,,,84056-31207:C.J. Uzomah,84056-31207,TE,C.J.,C.J. Uzomah,Uzomah,2.342857088,7,4500,NYJ@MIN,NYJ,MIN,1,,,,,,TE/FLEX,
,,,,,,,,,,,,,84056-152042:Drew Estrada,84056-152042,WR,Drew,Drew Estrada,Estrada,,,4500,CLE@HOU,HOU,CLE,1,O,Achilles,,,,WR/FLEX,
,,,,,,,,,,,,,84056-57840:Rashaad Penny,84056-57840,RB,Rashaad,Rashaad Penny,Penny,10.04000015,5,4500,SEA@LAR,SEA,LAR,4,IR,Ankle,,,,RB/FLEX,
,,,,,,,,,,,,,84056-86543:Erik Ezukanma,84056-86543,WR,Erik,Erik Ezukanma,Ezukanma,,,4500,MIA@SF,MIA,SF,4,,,,,,WR/FLEX,
,,,,,,,,,,,,,84056-88590:Scottie Phillips,84056-88590,RB,Scottie,Scottie Phillips,Phillips,1.600000024,2,4500,CLE@HOU,HOU,CLE,1,,,,,,RB/FLEX,
,,,,,,,,,,,,,84056-96798:Josh Johnson,84056-96798,RB,Josh,Josh Johnson,Johnson,,,4500,SEA@LAR,SEA,LAR,4,Q,Undisclosed,,,,RB/FLEX,
,,,,,,,,,,,,,84056-72235:Damon Hazelton,84056-72235,WR,Damon,Damon Hazelton,Hazelton,,,4500,CLE@HOU,HOU,CLE,1,,,,,,WR/FLEX,
,,,,,,,,,,,,,84056-70206:Jason Huntley,84056-70206,RB,Jason,Jason Huntley,Huntley,5.099999905,1,4500,PIT@ATL,PIT,ATL,1,,,,,,RB/FLEX,
,,,,,,,,,,,,,84056-150090:Cade Johnson,84056-150090,WR,Cade,Cade Johnson,Johnson,,,4500,SEA@LAR,SEA,LAR,4,,,,,,WR/FLEX,
,,,,,,,,,,,,,84056-86614:Jeremiah Hall,84056-86614,RB,Jeremiah,Jeremiah Hall,Hall,,,4500,WAS@NYG,NYG,WAS,1,,,,,,RB/FLEX,
,,,,,,,,,,,,,84056-62042:Deon Cain,84056-62042,WR,Deon,Deon Cain,Cain,,,4500,TEN@PHI,PHI,TEN,1,,,,,,WR/FLEX,
,,,,,,,,,,,,,84056-88685:Austin Trammell,84056-88685,WR,Austin,Austin Trammell,Trammell,,,4500,SEA@LAR,LAR,SEA,4,,,,,,WR/FLEX,
,,,,,,,,,,,,,84056-86646:Trey Sermon,84056-86646,RB,Trey,Trey Sermon,Sermon,1.899999976,1,4500,TEN@PHI,PHI,TEN,1,NA,Coach's decision,,,,RB/FLEX,
,,,,,,,,,,,,,84056-88699:Jaret Patterson,84056-88699,RB,Jaret,Jaret Patterson,Patterson,3.635714395,14,4500,WAS@NYG,WAS,NYG,1,,,,,,RB/FLEX,
,,,,,,,,,,,,,84056-86657:Kennedy Brooks,84056-86657,RB,Kennedy,Kennedy Brooks,Brooks,,,4500,TEN@PHI,PHI,TEN,1,,,,,,RB/FLEX,
,,,,,,,,,,,,,84056-88707:Kevin Marks Jr.,84056-88707,RB,Kevin,Kevin Marks Jr.,Marks Jr.,,,4500,LAC@LV,LAC,LV,4,,,,,,RB/FLEX,
,,,,,,,,,,,,,84056-27273:Andy Janovich,84056-27273,RB,Andy,Andy Janovich,Janovich,2.079999924,5,4500,CLE@HOU,HOU,CLE,1,,,,,,RB/FLEX,
,,,,,,,,,,,,,84056-70282:Demetric Felton,84056-70282,WR,Demetric,Demetric Felton,Felton,0.133333335,3,4500,CLE@HOU,CLE,HOU,1,,,,,,WR/FLEX,
,,,,,,,,,,,,,84056-94864:Jashaun Corbin,84056-94864,RB,Jashaun,Jashaun Corbin,Corbin,,,4500,WAS@NYG,NYG,WAS,1,,,,,,RB/FLEX,
,,,,,,,,,,,,,84056-64147:Britain Covey,84056-64147,WR,Britain,Britain Covey,Covey,0,10,4500,TEN@PHI,PHI,TEN,1,,,,,,WR/FLEX,
,,,,,,,,,,,,,84056-103064:Breece Hall,84056-103064,RB,Breece,Breece Hall,Hall,15.08571407,7,4500,NYJ@MIN,NYJ,MIN,1,IR,Knee - acl,,,,RB/FLEX,
,,,,,,,,,,,,,84056-23194:Josh Gordon,84056-23194,WR,Josh,Josh Gordon,Gordon,0,1,4500,TEN@PHI,TEN,PHI,1,,,,,,WR/FLEX,
,,,,,,,,,,,,,84056-55970:Royce Freeman,84056-55970,RB,Royce,Royce Freeman,Freeman,2.690909126,11,4500,CLE@HOU,HOU,CLE,1,,,,,,RB/FLEX,
,,,,,,,,,,,,,84056-94887:Tyler Badie,84056-94887,RB,Tyler,Tyler Badie,Badie,,,4500,DEN@BAL,BAL,DEN,1,,,,,,RB/FLEX,
,,,,,,,,,,,,,84056-96942:Keelan Doss,84056-96942,WR,Keelan,Keelan Doss,Doss,,,4500,LAC@LV,LAC,LV,4,,,,,,WR/FLEX,
,,,,,,,,,,,,,84056-72382:Gabe Nabers,84056-72382,RB,Gabe,Gabe Nabers,Nabers,0.8,5,4500,LAC@LV,LAC,LV,4,,,,,,RB/FLEX,
,,,,,,,,,,,,,84056-80584:Lance Lenoir,84056-80584,WR,Lance,Lance Lenoir,Lenoir,,,4500,TEN@PHI,PHI,TEN,1,Q,Undisclosed,,,,WR/FLEX,
,,,,,,,,,,,,,84056-53967:Nick Bawden,84056-53967,RB,Nick,Nick Bawden,Bawden,2.5,1,4500,NYJ@MIN,NYJ,MIN,1,IR,Undisclosed,,,,RB/FLEX,
,,,,,,,,,,,,,84056-88793:Stevie Scott III,84056-88793,RB,Stevie,Stevie Scott III,Scott III,,,4500,DEN@BAL,DEN,BAL,1,,,,,,RB/FLEX,
,,,,,,,,,,,,,84056-94936:Larry Rountree III,84056-94936,RB,Larry,Larry Rountree III,Rountree III,1.67777782,9,4500,LAC@LV,LAC,LV,4,,,,,,RB/FLEX,
,,,,,,,,,,,,,84056-92890:Cody White,84056-92890,WR,Cody,Cody White,White,0.699999988,1,4500,PIT@ATL,PIT,ATL,1,,,,,,WR/FLEX,
,,,,,,,,,,,,,84056-56041:Khari Blasingame,84056-56041,RB,Khari,Khari Blasingame,Blasingame,0,1,4500,GB@CHI,CHI,GB,1,NA,Coach's decision,,,,RB/FLEX,
,,,,,,,,,,,,,84056-72427:Kwamie Lassiter II,84056-72427,WR,Kwamie,Kwamie Lassiter II,Lassiter II,,,4500,KC@CIN,CIN,KC,4,,,,,,WR/FLEX,
,,,,,,,,,,,,,84056-90870:Calvin Austin III,84056-90870,WR,Calvin,Calvin Austin III,Austin III,,,4500,PIT@ATL,PIT,ATL,1,IR,Foot,,,,WR/FLEX,
,,,,,,,,,,,,,84056-41741:DaeSean Hamilton,84056-41741,WR,DaeSean,DaeSean Hamilton,Hamilton,,,4500,CLE@HOU,HOU,CLE,1,Q,Knee,,,,WR/FLEX,
,,,,,,,,,,,,,84056-94993:Pooka Williams Jr.,84056-94993,RB,Pooka,Pooka Williams Jr.,Williams Jr.,0,1,4500,KC@CIN,CIN,KC,4,,,,,,RB/FLEX,
