entry_id,contest_id,contest_name,QB,RB,RB,WR,WR,WR,TE,FLEX,DEF,,Instructions,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,84373-30837:Jordan Matthews,84373-30837,WR,Jordan,Jordan Matthews,Matthews,,,4500,TB@SF,SF,TB,4,IR,Knee - acl,,,,WR/FLEX
,,,,,,,,,,,,,84373-55414:Cody Thompson,84373-55414,WR,Cody,Cody Thompson,Thompson,,,4500,CAR@SEA,SEA,CAR,4,IR,Shoulder,,,,WR/FLEX
,,,,,,,,,,,,,84373-64634:Alex Bachman,84373-64634,WR,Alex,Alex Bachman,Bachman,-0.300000012,1,4500,HOU@DAL,HOU,DAL,1,,,,,,WR/FLEX
,,,,,,,,,,,,,84373-42107:Robert Foster,84373-42107,WR,Robert,Robert Foster,Foster,,,4500,PHI@NYG,NYG,PHI,1,,,,,,WR/FLEX
,,,,,,,,,,,,,84373-27776:Tevin Coleman,84373-27776,RB,Tevin,Tevin Coleman,Coleman,10.25,2,4500,TB@SF,SF,TB,4,,,,,,RB/FLEX
,,,,,,,,,,,,,84373-69769:Darius Bradwell,84373-69769,RB,Darius,Darius Bradwell,Bradwell,0,1,4500,CAR@SEA,CAR,SEA,4,,,,,,RB/FLEX
,,,,,,,,,,,,,84373-83091:Trenton Cannon,84373-83091,RB,Trenton,Trenton Cannon,Cannon,0,1,4500,JAC@TEN,TEN,JAC,1,IR,Knee,,,,RB/FLEX
,,,,,,,,,,,,,84373-112790:Trevon Clark,84373-112790,WR,Trevon,Trevon Clark,Clark,,,4500,BAL@PIT,BAL,PIT,1,,,,,,WR/FLEX
,,,,,,,,,,,,,84373-86173:Mekhi Sargent,84373-86173,RB,Mekhi,Mekhi Sargent,Sargent,0.275000006,4,4500,JAC@TEN,JAC,TEN,1,,,,,,RB/FLEX
,,,,,,,,,,,,,84373-84137:Deontez Alexander,84373-84137,WR,Deontez,Deontez Alexander,Alexander,,,4500,CAR@SEA,SEA,CAR,4,,,,,,WR/FLEX
,,,,,,,,,,,,,84373-61610:Jacques Patrick,84373-61610,RB,Jacques,Jacques Patrick,Patrick,1.200000048,1,4500,CLE@CIN,CIN,CLE,1,,,,,,RB/FLEX
,,,,,,,,,,,,,84373-52410:Josh Malone,84373-52410,WR,Josh,Josh Malone,Malone,,,4500,BAL@PIT,PIT,BAL,1,,,,,,WR/FLEX
,,,,,,,,,,,,,84373-61631:Bisi Johnson,84373-61631,WR,Bisi,Bisi Johnson,Johnson,,,4500,MIN@DET,MIN,DET,1,IR,Knee - acl,,,,WR/FLEX
,,,,,,,,,,,,,84373-170190:Isaiah Weston,84373-170190,WR,Isaiah,Isaiah Weston,Weston,,,4500,CLE@CIN,CLE,CIN,1,IR,Knee,,,,WR/FLEX
,,,,,,,,,,,,,84373-69836:Collin Johnson,84373-69836,WR,Collin,Collin Johnson,Johnson,2.285714286,7,4500,PHI@NYG,NYG,PHI,1,IR,Achilles,,,,WR/FLEX
,,,,,,,,,,,,,84373-70868:Damarea Crockett,84373-70868,RB,Damarea,Damarea Crockett,Crockett,0.699999988,1,4500,KC@DEN,DEN,KC,4,IR,Knee - acl,,,,RB/FLEX
,,,,,,,,,,,,,84373-149717:JaQuan Hardy,84373-149717,RB,JaQuan,JaQuan Hardy,Hardy,4.449999809,2,4500,KC@DEN,DEN,KC,4,,,,,,RB/FLEX
,,,,,,,,,,,,,84373-28890:Derek Watt,84373-28890,RB,Derek,Derek Watt,Watt,1.850000064,6,4500,BAL@PIT,PIT,BAL,1,,,,,,RB/FLEX
,,,,,,,,,,,,,84373-170208:Kaden Davis,84373-170208,WR,Kaden,Kaden Davis,Davis,,,4500,KC@DEN,DEN,KC,4,,,,,,WR/FLEX
,,,,,,,,,,,,,84373-130274:Isaiah Coulter,84373-130274,WR,Isaiah,Isaiah Coulter,Coulter,0,1,4500,NYJ@BUF,BUF,NYJ,1,,,,,,WR/FLEX
,,,,,,,,,,,,,84373-170209:Tyreik McAllister,84373-170209,WR,Tyreik,Tyreik McAllister,McAllister,,,4500,KC@DEN,DEN,KC,4,,,,,,WR/FLEX
,,,,,,,,,,,,,84373-170214:Dennis Houston,84373-170214,WR,Dennis,Dennis Houston,Houston,1.299999952,2,4500,HOU@DAL,DAL,HOU,1,,,,,,WR/FLEX
,,,,,,,,,,,,,84373-130276:Mason Kinsey,84373-130276,WR,Mason,Mason Kinsey,Kinsey,0.800000012,1,4500,JAC@TEN,TEN,JAC,1,,,,,,WR/FLEX
,,,,,,,,,,,,,84373-170213:Aaron Shampklin,84373-170213,RB,Aaron,Aaron Shampklin,Shampklin,,,4500,HOU@DAL,DAL,HOU,1,Q,Ankle,,,,RB/FLEX
,,,,,,,,,,,,,84373-170219:Kevin Kassis,84373-170219,WR,Kevin,Kevin Kassis,Kassis,,,4500,CAR@SEA,SEA,CAR,4,,,,,,WR/FLEX
,,,,,,,,,,,,,84373-149742:Nate McCrary,84373-149742,RB,Nate,Nate McCrary,McCrary,-0.100000001,1,4500,CAR@SEA,CAR,SEA,4,,,,,,RB/FLEX
,,,,,,,,,,,,,84373-25837:Duke Johnson,84373-25837,RB,Duke,Duke Johnson,Johnson,0.400000006,1,4500,NYJ@BUF,BUF,NYJ,1,,,,,,RB/FLEX
,,,,,,,,,,,,,84373-101614:Brandon Lewis,84373-101614,WR,Brandon,Brandon Lewis,Lewis,,,4500,JAC@TEN,TEN,JAC,1,,,,,,WR/FLEX
,,,,,,,,,,,,,84373-11504:Andre Roberts,84373-11504,WR,Andre,Andre Roberts,Roberts,0,1,4500,CAR@SEA,CAR,SEA,4,IR,Knee - pcl,,,,WR/FLEX
,,,,,,,,,,,,,84373-88307:Tayon Fleet-Davis,84373-88307,RB,Tayon,Tayon Fleet-Davis,Fleet-Davis,,,4500,KC@DEN,KC,DEN,4,,,,,,RB/FLEX
,,,,,,,,,,,,,84373-94453:Darwin Thompson,84373-94453,RB,Darwin,Darwin Thompson,Thompson,,,4500,CAR@SEA,SEA,CAR,4,,,,,,RB/FLEX
,,,,,,,,,,,,,84373-12536:Kansas City Chiefs,84373-12536,D,Kansas City,Kansas City Chiefs,Chiefs,6.083333333,12,4500,KC@DEN,KC,DEN,4,,,,,,DEF
,,,,,,,,,,,,,84373-45307:Rodney Adams,84373-45307,WR,Rodney,Rodney Adams,Adams,0,1,4500,NYJ@BUF,NYJ,BUF,1,IR,Illness,,,,WR/FLEX
,,,,,,,,,,,,,84373-69884:Darius Anderson,84373-69884,RB,Darius,Darius Anderson,Anderson,,,4500,HOU@DAL,HOU,DAL,1,IR,Knee,,,,RB/FLEX
,,,,,,,,,,,,,84373-71935:Kendric Pryor,84373-71935,WR,Kendric,Kendric Pryor,Pryor,,,4500,JAC@TEN,JAC,TEN,1,,,,,,WR/FLEX
,,,,,,,,,,,,,84373-56580:Christian Blake,84373-56580,WR,Christian,Christian Blake,Blake,0.642857143,7,4500,BAL@PIT,PIT,BAL,1,,,,,,WR/FLEX
,,,,,,,,,,,,,84373-130317:Juwan Green,84373-130317,WR,Juwan,Juwan Green,Green,,,4500,JAC@TEN,TEN,JAC,1,,,,,,WR/FLEX
,,,,,,,,,,,,,84373-90380:Neil Pau'u,84373-90380,WR,Neil,Neil Pau'u,Pau'u,,,4500,NYJ@BUF,BUF,NYJ,1,,,,,,WR/FLEX
,,,,,,,,,,,,,84373-94481:Deven Thompkins,84373-94481,WR,Deven,Deven Thompkins,Thompkins,,,4500,TB@SF,TB,SF,4,,,,,,WR/FLEX
,,,,,,,,,,,,,84373-130320:Aaron Parker,84373-130320,WR,Aaron,Aaron Parker,Parker,,,4500,KC@DEN,KC,DEN,4,,,,,,WR/FLEX
,,,,,,,,,,,,,84373-64786:Ryquell Armstead,84373-64786,RB,Ryquell,Ryquell Armstead,Armstead,5.550000191,2,4500,JAC@TEN,JAC,TEN,1,,,,,,RB/FLEX
,,,,,,,,,,,,,84373-71957:Quintez Cephus,84373-71957,WR,Quintez,Quintez Cephus,Cephus,2.5,1,4500,MIN@DET,DET,MIN,1,IR,Foot,,,,WR/FLEX
,,,,,,,,,,,,,84373-68890:Devin Gray,84373-68890,WR,Devin,Devin Gray,Gray,,,4500,KC@DEN,KC,DEN,4,,,,,,WR/FLEX
,,,,,,,,,,,,,84373-60704:Derrick Dillon,84373-60704,WR,Derrick,Derrick Dillon,Dillon,,,4500,CLE@CIN,CLE,CIN,1,,,,,,WR/FLEX
,,,,,,,,,,,,,84373-130336:Sandro Platzgummer,84373-130336,RB,Sandro,Sandro Platzgummer,Platzgummer,,,4500,PHI@NYG,NYG,PHI,1,,,,,,RB/FLEX
,,,,,,,,,,,,,84373-68901:Gerrid Doaks,84373-68901,RB,Gerrid,Gerrid Doaks,Doaks,,,4500,HOU@DAL,HOU,DAL,1,,,,,,RB/FLEX
,,,,,,,,,,,,,84373-91428:Tarik Black,84373-91428,WR,Tarik,Tarik Black,Black,1.5,1,4500,NYJ@BUF,NYJ,BUF,1,,,,,,WR/FLEX
,,,,,,,,,,,,,84373-46374:Tanner Gentry,84373-46374,WR,Tanner,Tanner Gentry,Gentry,0,1,4500,NYJ@BUF,BUF,NYJ,1,,,,,,WR/FLEX
,,,,,,,,,,,,,84373-91431:Ben Mason,84373-91431,RB,Ben,Ben Mason,Mason,,,4500,BAL@PIT,BAL,PIT,1,,,,,,RB/FLEX
,,,,,,,,,,,,,84373-102696:John Metchie III,84373-102696,WR,John,John Metchie III,Metchie III,,,4500,HOU@DAL,HOU,DAL,1,IR,Illness,,,,WR/FLEX
,,,,,,,,,,,,,84373-87338:Jaivon Heiligh,84373-87338,WR,Jaivon,Jaivon Heiligh,Heiligh,,,4500,CLE@CIN,CIN,CLE,1,,,,,,WR/FLEX
,,,,,,,,,,,,,84373-111917:Keshunn Abram,84373-111917,WR,Keshunn,Keshunn Abram,Abram,,,4500,NYJ@BUF,NYJ,BUF,1,,,,,,WR/FLEX
,,,,,,,,,,,,,84373-130350:Jaylon Moore,84373-130350,WR,Jaylon,Jaylon Moore,Moore,,,4500,JAC@TEN,JAC,TEN,1,,,,,,WR/FLEX
,,,,,,,,,,,,,84373-45371:Darius Phillips,84373-45371,WR,Darius,Darius Phillips,Phillips,-0.363636364,11,4500,KC@DEN,DEN,KC,4,,,,,,WR/FLEX
,,,,,,,,,,,,,84373-102721:Dontario Drummond,84373-102721,WR,Dontario,Dontario Drummond,Drummond,,,4500,HOU@DAL,DAL,HOU,1,,,,,,WR/FLEX
,,,,,,,,,,,,,84373-56648:Jeremy McNichols,84373-56648,RB,Jeremy,Jeremy McNichols,McNichols,4.584615267,13,4500,BAL@PIT,PIT,BAL,1,IR,Shoulder,,,,RB/FLEX
,,,,,,,,,,,,,84373-87371:Ty Chandler,84373-87371,RB,Ty,Ty Chandler,Chandler,,,4500,MIN@DET,MIN,DET,1,IR,Thumb,,,,RB/FLEX
,,,,,,,,,,,,,84373-54606:John Brown,84373-54606,WR,John,John Brown,Brown,0,3,4500,NYJ@BUF,BUF,NYJ,1,,,,,,WR/FLEX
,,,,,,,,,,,,,84373-90458:Troy Hairston,84373-90458,RB,Troy,Troy Hairston,Hairston,0.675000012,4,4500,HOU@DAL,HOU,DAL,1,Q,Ribs,,,,RB/FLEX
,,,,,,,,,,,,,84373-93541:Javonte Williams,84373-93541,RB,Javonte,Javonte Williams,Williams,8.5,4,4500,KC@DEN,DEN,KC,4,IR,Knee - acl,,,,RB/FLEX
,,,,,,,,,,,,,84373-91504:Blake Proehl,84373-91504,WR,Blake,Blake Proehl,Proehl,,,4500,MIN@DET,MIN,DET,1,,,,,,WR/FLEX
,,,,,,,,,,,,,84373-90487:Kalil Pimpleton,84373-90487,WR,Kalil,Kalil Pimpleton,Pimpleton,,,4500,PHI@NYG,NYG,PHI,1,,,,,,WR/FLEX
,,,,,,,,,,,,,84373-70023:Cornell Powell,84373-70023,WR,Cornell,Cornell Powell,Powell,,,4500,KC@DEN,KC,DEN,4,,,,,,WR/FLEX
,,,,,,,,,,,,,84373-93577:Dazz Newsome,84373-93577,WR,Dazz,Dazz Newsome,Newsome,1.099999984,3,4500,TB@SF,SF,TB,4,,,,,,WR/FLEX
,,,,,,,,,,,,,84373-64907:J.J. Arcega-Whiteside,84373-64907,WR,J.J.,J.J. Arcega-Whiteside,Arcega-Whiteside,1.149999976,4,4500,CAR@SEA,SEA,CAR,4,,,,,,WR/FLEX
,,,,,,,,,,,,,84373-53646:Austin Proehl,84373-53646,WR,Austin,Austin Proehl,Proehl,,,4500,PHI@NYG,NYG,PHI,1,Q,Undisclosed,,,,WR/FLEX
,,,,,,,,,,,,,84373-88463:Johnny Johnson III,84373-88463,WR,Johnny,Johnny Johnson III,Johnson III,,,4500,HOU@DAL,HOU,DAL,1,,,,,,WR/FLEX
,,,,,,,,,,,,,84373-102802:Makai Polk,84373-102802,WR,Makai,Makai Polk,Polk,,,4500,PHI@NYG,NYG,PHI,1,,,,,,WR/FLEX
,,,,,,,,,,,,,84373-90518:Slade Bolden,84373-90518,WR,Slade,Slade Bolden,Bolden,,,4500,BAL@PIT,BAL,PIT,1,Q,Undisclosed,,,,WR/FLEX
,,,,,,,,,,,,,84373-73116:Javon McKinley,84373-73116,WR,Javon,Javon McKinley,McKinley,,,4500,BAL@PIT,PIT,BAL,1,,,,,,WR/FLEX
,,,,,,,,,,,,,84373-44449:Willie Snead IV,84373-44449,WR,Willie,Willie Snead IV,Snead IV,0.828571456,7,4500,TB@SF,SF,TB,4,,,,,,WR/FLEX
,,,,,,,,,,,,,84373-47523:Tajae Sharpe,84373-47523,WR,Tajae,Tajae Sharpe,Sharpe,2.535714286,14,4500,TB@SF,SF,TB,4,Q,Undisclosed,,,,WR/FLEX
,,,,,,,,,,,,,84373-90533:Jerome Ford,84373-90533,RB,Jerome,Jerome Ford,Ford,0.037500001,8,4500,CLE@CIN,CLE,CIN,1,,,,,,RB/FLEX
,,,,,,,,,,,,,84373-111012:Kaylon Geiger Sr.,84373-111012,WR,Kaylon,Kaylon Geiger Sr.,Geiger Sr.,,,4500,TB@SF,TB,SF,4,,,,,,WR/FLEX
,,,,,,,,,,,,,84373-80299:Patrick Ricard,84373-80299,RB,Patrick,Patrick Ricard,Ricard,1.430000019,10,4500,BAL@PIT,BAL,PIT,1,,,,,,RB/FLEX
,,,,,,,,,,,,,84373-62891:Omar Bayless,84373-62891,WR,Omar,Omar Bayless,Bayless,,,4500,KC@DEN,KC,DEN,4,,,,,,WR/FLEX
,,,,,,,,,,,,,84373-40365:Devon Allen,84373-40365,WR,Devon,Devon Allen,Allen,,,4500,PHI@NYG,PHI,NYG,1,,,,,,WR/FLEX
,,,,,,,,,,,,,84373-63919:Bailey Gaither,84373-63919,WR,Bailey,Bailey Gaither,Gaither,,,4500,BAL@PIT,BAL,PIT,1,,,,,,WR/FLEX
,,,,,,,,,,,,,84373-64949:Ja'Marcus Bradley,84373-64949,WR,Ja'Marcus,Ja'Marcus Bradley,Bradley,2.799999873,3,4500,BAL@PIT,PIT,BAL,1,,,,,,WR/FLEX
,,,,,,,,,,,,,84373-72122:Jake Herslow,84373-72122,WR,Jake,Jake Herslow,Herslow,,,4500,CAR@SEA,SEA,CAR,4,,,,,,WR/FLEX
,,,,,,,,,,,,,84373-92606:Bo Melton,84373-92606,WR,Bo,Bo Melton,Melton,,,4500,CAR@SEA,SEA,CAR,4,,,,,,WR/FLEX
,,,,,,,,,,,,,84373-69056:Mathew Sexton,84373-69056,WR,Mathew,Mathew Sexton,Sexton,,,4500,KC@DEN,KC,DEN,4,Q,Undisclosed,,,,WR/FLEX
,,,,,,,,,,,,,84373-72135:T.J. Vasher,84373-72135,WR,T.J.,T.J. Vasher,Vasher,,,4500,HOU@DAL,DAL,HOU,1,,,,,,WR/FLEX
,,,,,,,,,,,,,84373-26057:Michael Burton,84373-26057,RB,Michael,Michael Burton,Burton,0.466666659,6,4500,KC@DEN,KC,DEN,4,,,,,,RB/FLEX
,,,,,,,,,,,,,84373-96714:Travis Toivonen,84373-96714,WR,Travis,Travis Toivonen,Toivonen,,,4500,MIN@DET,MIN,DET,1,,,,,,WR/FLEX
,,,,,,,,,,,,,84373-88525:Kawaan Baker,84373-88525,WR,Kawaan,Kawaan Baker,Baker,,,4500,PHI@NYG,PHI,NYG,1,,,,,,WR/FLEX
,,,,,,,,,,,,,84373-69068:Jonathan Ward,84373-69068,RB,Jonathan,Jonathan Ward,Ward,1.366666635,6,4500,NYJ@BUF,NYJ,BUF,1,,,,,,RB/FLEX
,,,,,,,,,,,,,84373-109015:Keric Wheatfall,84373-109015,WR,Keric,Keric Wheatfall,Wheatfall,,,4500,PHI@NYG,PHI,NYG,1,Q,Undisclosed,,,,WR/FLEX
,,,,,,,,,,,,,84373-112088:Jerrion Ealy,84373-112088,RB,Jerrion,Jerrion Ealy,Ealy,,,4500,KC@DEN,KC,DEN,4,,,,,,RB/FLEX
,,,,,,,,,,,,,84373-103901:Davion Davis,84373-103901,WR,Davion,Davion Davis,Davis,1.100000024,2,4500,HOU@DAL,HOU,DAL,1,,,,,,WR/FLEX
,,,,,,,,,,,,,84373-73180:Binjimen Victor,84373-73180,WR,Binjimen,Binjimen Victor,Victor,,,4500,BAL@PIT,BAL,PIT,1,,,,,,WR/FLEX
,,,,,,,,,,,,,84373-14820:Nick Bellore,84373-14820,RB,Nick,Nick Bellore,Bellore,0.899999976,1,4500,CAR@SEA,SEA,CAR,4,,,,,,RB/FLEX
,,,,,,,,,,,,,84373-152042:Drew Estrada,84373-152042,WR,Drew,Drew Estrada,Estrada,,,4500,HOU@DAL,HOU,DAL,1,O,Achilles,,,,WR/FLEX
,,,,,,,,,,,,,84373-72174:Andrew Parchment,84373-72174,WR,Andrew,Andrew Parchment,Parchment,,,4500,CAR@SEA,CAR,SEA,4,Q,Undisclosed,,,,WR/FLEX
,,,,,,,,,,,,,84373-57840:Rashaad Penny,84373-57840,RB,Rashaad,Rashaad Penny,Penny,10.04000015,5,4500,CAR@SEA,SEA,CAR,4,IR,Ankle,,,,RB/FLEX
,,,,,,,,,,,,,84373-40434:Greg Ward,84373-40434,WR,Greg,Greg Ward,Ward,3.453333325,9,4500,PHI@NYG,PHI,NYG,1,,,,,,WR/FLEX
,,,,,,,,,,,,,84373-113138:Talolo Limu-Jones,84373-113138,WR,Talolo,Talolo Limu-Jones,Limu-Jones,,,4500,CAR@SEA,CAR,SEA,4,,,,,,WR/FLEX
,,,,,,,,,,,,,84373-62967:Preston Williams,84373-62967,WR,Preston,Preston Williams,Williams,1.800000032,6,4500,CAR@SEA,CAR,SEA,4,,,,,,WR/FLEX
,,,,,,,,,,,,,84373-103930:Derek Wright,84373-103930,WR,Derek,Derek Wright,Wright,,,4500,CAR@SEA,CAR,SEA,4,,,,,,WR/FLEX
,,,,,,,,,,,,,84373-54782:Cameron Brate,84373-54782,TE,Cameron,Cameron Brate,Brate,3.100000109,7,4500,TB@SF,TB,SF,4,,,,,,TE/FLEX
,,,,,,,,,,,,,84373-103943:Trinity Benson,84373-103943,WR,Trinity,Trinity Benson,Benson,2.185714313,7,4500,MIN@DET,DET,MIN,1,IR,Knee,,,,WR/FLEX
,,,,,,,,,,,,,84373-88590:Scottie Phillips,84373-88590,RB,Scottie,Scottie Phillips,Phillips,1.600000024,2,4500,HOU@DAL,HOU,DAL,1,,,,,,RB/FLEX
,,,,,,,,,,,,,84373-96798:Josh Johnson,84373-96798,RB,Josh,Josh Johnson,Johnson,,,4500,CAR@SEA,SEA,CAR,4,Q,Undisclosed,,,,RB/FLEX
,,,,,,,,,,,,,84373-54817:Diontae Spencer,84373-54817,WR,Diontae,Diontae Spencer,Spencer,-0.25333333,15,4500,NYJ@BUF,NYJ,BUF,1,,,,,,WR/FLEX
,,,,,,,,,,,,,84373-89632:Connor Wedington,84373-89632,WR,Connor,Connor Wedington,Wedington,,,4500,TB@SF,SF,TB,4,,,,,,WR/FLEX
,,,,,,,,,,,,,84373-72235:Damon Hazelton,84373-72235,WR,Damon,Damon Hazelton,Hazelton,,,4500,HOU@DAL,HOU,DAL,1,,,,,,WR/FLEX
,,,,,,,,,,,,,84373-63025:Nathan Cottrell,84373-63025,RB,Nathan,Nathan Cottrell,Cottrell,0.300000012,1,4500,JAC@TEN,JAC,TEN,1,Q,Undisclosed,,,,RB/FLEX
,,,,,,,,,,,,,84373-128566:Kameron Brown,84373-128566,WR,Kameron,Kameron Brown,Brown,,,4500,TB@SF,TB,SF,4,,,,,,WR/FLEX
,,,,,,,,,,,,,84373-71228:Marquez Stevenson,84373-71228,WR,Marquez,Marquez Stevenson,Stevenson,0,5,4500,NYJ@BUF,BUF,NYJ,1,,,,,,WR/FLEX
,,,,,,,,,,,,,84373-70206:Jason Huntley,84373-70206,RB,Jason,Jason Huntley,Huntley,5.099999905,1,4500,BAL@PIT,PIT,BAL,1,,,,,,RB/FLEX
,,,,,,,,,,,,,84373-128574:Shermari Jones,84373-128574,RB,Shermari,Shermari Jones,Jones,,,4500,CLE@CIN,CIN,CLE,1,,,,,,RB/FLEX
,,,,,,,,,,,,,84373-150090:Cade Johnson,84373-150090,WR,Cade,Cade Johnson,Johnson,,,4500,CAR@SEA,SEA,CAR,4,,,,,,WR/FLEX
,,,,,,,,,,,,,84373-54863:C.J. Goodwin,84373-54863,WR,C.J.,C.J. Goodwin,Goodwin,2.099999905,1,4500,HOU@DAL,DAL,HOU,1,,,,,,WR/FLEX
,,,,,,,,,,,,,84373-89680:Jake Ferguson,84373-89680,TE,Jake,Jake Ferguson,Ferguson,4.237500191,8,4500,HOU@DAL,DAL,HOU,1,,,,,,TE/FLEX
,,,,,,,,,,,,,84373-63061:Gary Jennings,84373-63061,WR,Gary,Gary Jennings,Jennings,,,4500,KC@DEN,KC,DEN,4,Q,Concussion,,,,WR/FLEX
,,,,,,,,,,,,,84373-86614:Jeremiah Hall,84373-86614,RB,Jeremiah,Jeremiah Hall,Hall,,,4500,PHI@NYG,NYG,PHI,1,,,,,,RB/FLEX
,,,,,,,,,,,,,84373-93782:Travell Harris,84373-93782,WR,Travell,Travell Harris,Harris,,,4500,CLE@CIN,CLE,CIN,1,,,,,,WR/FLEX
,,,,,,,,,,,,,84373-62042:Deon Cain,84373-62042,WR,Deon,Deon Cain,Cain,,,4500,PHI@NYG,PHI,NYG,1,,,,,,WR/FLEX
,,,,,,,,,,,,,84373-72297:Rico Dowdle,84373-72297,RB,Rico,Rico Dowdle,Dowdle,,,4500,HOU@DAL,DAL,HOU,1,IR,Ankle,,,,RB/FLEX
,,,,,,,,,,,,,84373-87657:Seth Williams,84373-87657,WR,Seth,Seth Williams,Williams,3.900000095,1,4500,JAC@TEN,JAC,TEN,1,,,,,,WR/FLEX
,,,,,,,,,,,,,84373-104041:Myron Mitchell,84373-104041,WR,Myron,Myron Mitchell,Mitchell,,,4500,MIN@DET,MIN,DET,1,,,,,,WR/FLEX
,,,,,,,,,,,,,84373-86635:Charleston Rambo,84373-86635,WR,Charleston,Charleston Rambo,Rambo,,,4500,CAR@SEA,CAR,SEA,4,,,,,,WR/FLEX
,,,,,,,,,,,,,84373-86646:Trey Sermon,84373-86646,RB,Trey,Trey Sermon,Sermon,1.899999976,1,4500,PHI@NYG,PHI,NYG,1,Q,Illness,,,,RB/FLEX
,,,,,,,,,,,,,84373-93814:Max Borghi,84373-93814,RB,Max,Max Borghi,Borghi,,,4500,BAL@PIT,PIT,BAL,1,,,,,,RB/FLEX
,,,,,,,,,,,,,84373-86657:Kennedy Brooks,84373-86657,RB,Kennedy,Kennedy Brooks,Brooks,,,4500,PHI@NYG,PHI,NYG,1,,,,,,RB/FLEX
,,,,,,,,,,,,,84373-93824:Easop Winston,84373-93824,WR,Easop,Easop Winston,Winston,0.333333333,3,4500,CAR@SEA,SEA,CAR,4,,,,,,WR/FLEX
,,,,,,,,,,,,,84373-55941:Patrick Laird,84373-55941,RB,Patrick,Patrick Laird,Laird,1.199999968,3,4500,TB@SF,TB,SF,4,,,,,,RB/FLEX
,,,,,,,,,,,,,84373-85636:Josh Johnson,84373-85636,WR,Josh,Josh Johnson,Johnson,,,4500,MIN@DET,DET,MIN,1,,,,,,WR/FLEX
,,,,,,,,,,,,,84373-27273:Andy Janovich,84373-27273,RB,Andy,Andy Janovich,Janovich,2.079999924,5,4500,HOU@DAL,HOU,DAL,1,,,,,,RB/FLEX
,,,,,,,,,,,,,84373-70282:Demetric Felton,84373-70282,WR,Demetric,Demetric Felton,Felton,0.100000001,4,4500,CLE@CIN,CLE,CIN,1,,,,,,WR/FLEX
,,,,,,,,,,,,,84373-61072:Stanley Morgan,84373-61072,WR,Stanley,Stanley Morgan,Morgan,0,1,4500,CLE@CIN,CIN,CLE,1,,,,,,WR/FLEX
,,,,,,,,,,,,,84373-94864:Jashaun Corbin,84373-94864,RB,Jashaun,Jashaun Corbin,Corbin,,,4500,PHI@NYG,NYG,PHI,1,,,,,,RB/FLEX
,,,,,,,,,,,,,84373-64147:Britain Covey,84373-64147,WR,Britain,Britain Covey,Covey,0,11,4500,PHI@NYG,PHI,NYG,1,,,,,,WR/FLEX
,,,,,,,,,,,,,84373-93845:Tay Martin,84373-93845,WR,Tay,Tay Martin,Martin,,,4500,TB@SF,SF,TB,4,,,,,,WR/FLEX
,,,,,,,,,,,,,84373-103064:Breece Hall,84373-103064,RB,Breece,Breece Hall,Hall,15.08571407,7,4500,NYJ@BUF,NYJ,BUF,1,IR,Knee - acl,,,,RB/FLEX
,,,,,,,,,,,,,84373-23194:Josh Gordon,84373-23194,WR,Josh,Josh Gordon,Gordon,0,1,4500,JAC@TEN,TEN,JAC,1,,,,,,WR/FLEX
,,,,,,,,,,,,,84373-55970:Royce Freeman,84373-55970,RB,Royce,Royce Freeman,Freeman,2.690909126,11,4500,HOU@DAL,HOU,DAL,1,,,,,,RB/FLEX
,,,,,,,,,,,,,84373-52902:Trey Quinn,84373-52902,WR,Trey,Trey Quinn,Quinn,,,4500,KC@DEN,DEN,KC,4,,,,,,WR/FLEX
,,,,,,,,,,,,,84373-94887:Tyler Badie,84373-94887,RB,Tyler,Tyler Badie,Badie,,,4500,BAL@PIT,BAL,PIT,1,,,,,,RB/FLEX
,,,,,,,,,,,,,84373-93864:Ricky Person Jr.,84373-93864,RB,Ricky,Ricky Person Jr.,Person Jr.,,,4500,BAL@PIT,BAL,PIT,1,IR,Undisclosed,,,,RB/FLEX
,,,,,,,,,,,,,84373-29357:Kenjon Barner,84373-29357,RB,Kenjon,Kenjon Barner,Barner,0,3,4500,TB@SF,TB,SF,4,Q,Undisclosed,,,,RB/FLEX
,,,,,,,,,,,,,84373-69296:Corey Sutton,84373-69296,WR,Corey,Corey Sutton,Sutton,,,4500,MIN@DET,DET,MIN,1,,,,,,WR/FLEX
,,,,,,,,,,,,,84373-71355:Elijah Holyfield,84373-71355,RB,Elijah,Elijah Holyfield,Holyfield,,,4500,CLE@CIN,CIN,CLE,1,IR,Knee,,,,RB/FLEX
,,,,,,,,,,,,,84373-104124:Darrius Shepherd,84373-104124,WR,Darrius,Darrius Shepherd,Shepherd,,,4500,KC@DEN,DEN,KC,4,,,,,,WR/FLEX
,,,,,,,,,,,,,84373-139971:Jerreth Sterns,84373-139971,WR,Jerreth,Jerreth Sterns,Sterns,,,4500,TB@SF,TB,SF,4,,,,,,WR/FLEX
,,,,,,,,,,,,,84373-80584:Lance Lenoir,84373-80584,WR,Lance,Lance Lenoir,Lenoir,,,4500,PHI@NYG,PHI,NYG,1,Q,Undisclosed,,,,WR/FLEX
,,,,,,,,,,,,,84373-88776:Ty Fryfogle,84373-88776,WR,Ty,Ty Fryfogle,Fryfogle,,,4500,HOU@DAL,DAL,HOU,1,,,,,,WR/FLEX
